,age,auto,experience_length,gender,salary,rus_citizenship,city_msk,city_spb,city_other,education_degree,full_employment,english_level,fullfillment,text
228,32,1,147,0,45000,1,0,0,1,0,0,2,5975,"Инжиниринг Системный администратор Организация развития и сопровождения ИТ-инфраструктуры Компании; Организация внедрения новых технических и программных средств в соответствие с ИТ-стратегией; Управление внутренними ИТ-проектами Компании; Организация и руководство сопровождением, поддержкой, администрированием и доработкой конфигураций 1С; Руководство проектами автоматизации бухгалтерского и управленческого учета на платформе 1С; Разработка технических заданий на доработку конфигураций; Организация сервисной поддержки пользователей, анализ потребностей пользователей, написание инструкций для пользователей, обучение пользователей; Разработка и реализация комплекса мер по обеспечению информационной безопасности и защите данных; Построение взаимоотношений с внешними контрагентами, контроль исполнения сервисных договоров, ведение переговоров с поставщиками услуг. IT-manager Администрирование лвс предприятия. 4 производственные площадки в разных городах России. весь спектр работ по обеспечению бесперебойной работы лвс, текущая модернизация, работа со сторонними службами (провайдеры инернет и телефонии). командировки. Работа с AD (ввод новых\удаление старых пользователей, контроль использования учетных записей пользователями, распределение прав доступа). Работа с 1с (ввод новых \удаление старых сотрудников, резервное копирование, решение проблем пользователей при работе с системой (не касаясь сложных встраиваемых обработок). Корпоративная телефония: Стационарная - атс Asterisk. Установка, конфигурирование, доработка по пожеланиям пользователей, контроль, устранение неисправностей. Сотовая – работа с поставщиком связи. Решение возникающих вопросов, оптимизация расходов. Интернет: Взаимодействие с поставщиком услуг, оптимизация расходов, контроль ремонтно-восстановительных работ. Контроль использования внешних ресурсов (сети internet), введение ограничений, корректировки. Поддержание работоспособности, ремонт, модернизация локальных сетей предприятия. Поддержание работоспособности, ремонт, модернизация систем видеонаблюдения предприятия. Поддержание работоспособности, ремонт, модернизация СКУД предприятия. Поддержание работоспособности, ремонт, копировально –множительной техники предприятия, работа с организациями исполняющими ремонт, контроль выполненных работ. Планирование проведения ППР. Планирование модернизации и замены техники. Модульный ремонт техники. Поддержка пользователей (порядка 400; из них 60 на заводе базирования и 340 удаленно) по любым вопросам, не выходящим за рамки полномочий. В ситуации невозможности решения проблемы на моем уровне – направление заявки профильному сотруднику, участие в решении до устранения причины неисправности. Оператор службы технической поддержки Поддержка пользователей телефонные консультации по техническим вопросам 2я линия Специалист ит Поддержка пользователей системы интернет банк обеспечение бесперебойной работы техники. работа с интернет провайдерами, поставщиками услуг телефонной связи. администрирование локальных сетей администрирование пользовательской части информационной инфраструктуры. ремонт кмт монтаж, пуско-наладка нового оборудования и лвс. Системный администратор, специалист ИТ отдела 9 отдельных организаций работал ""приходящим"" системным администратором в нескольких организациях города Перми. парк орг техники от 5 до 40 единиц. разъездной характер работы, поддержка пользователей, установка ОС и сопутствующих программ, настройка. установка и настройка сетевого оборудования в т.ч. wi-fi, монтаж сети, монтаж и настройка периферийного оборудования. восстановление компьютеров после вирусной активности, продажа антивирусного ПО. обеспечение бесперебойной работы техники. работа с интернет провайдерами, поставщиками услуг телефонной связи. администрирование локальных сетей администрирование пользовательской части информационной инфраструктуры. ремонт кмт монтаж, пуско-наладка нового оборудования и лвс. Системный администратор, специалист ИТ отдела Разъездной характер работы, поддержка пользователей, установка ОС и сопутствующих программ, настройка. установка и настройка сетевого оборудования в т.ч. wi-fi, монтаж сети, монтаж и настройка периферийного оборудования. восстановление компьютеров после вирусной активности, продажа антивирусного ПО. Системный администратор, специалист ИТ отдела ИТ аутсорсинг, преимущественно работал с организациями, полный спектр услуг по поддержанию работоспособности парка компьютерной и орг.техники. проведение переговоров по поставкам оборудования, контроль поставок. организация заправки картриджей. опыт работы на непрерывном производстве. администрирование серверов win 2003, ISA, АД. работа с провайдерами. Лаборант обслуживающий сложное оборудование кафедры физики твердого тела Обслуживал 8 установок рентгеноструктурного анализа, 2 учебных класса общей сложностью 40 компьютеров.  Системный администратор, IT-инженер Компьютерные навыки: Целеустремленность, обучаемость, исполнительность, ответственность, стрессоустойчивость, самостоятельность, неконфликтность, умение и желание работать с людьми.  Имею опыт руководства небольшим коллективом.  Базовые знания: MS Active Directory ТCP/IP сети MS Windows 2000 MS Windows XP MS Windows 7 MS Office 2003-2010 Знание аппаратной части ПК  Обеспечение и поддержание работоспособности ИТ инфраструктуры организации свыше 50 рабочих станций.  Профессиональный пользователь ПК: Интернет, работа с операционной системой Windows (2000, ХР, NT, Server, Vista, 7), SQL, DNS, DHCP, AD, VPN, ISA, Exchange. Активное сетевое оборудование HP, D-Link, 3Com. Системы видео наблюдения Domination, системы мини АТС и IP телефонии (Tenor). Photoshop, CorelDRAW, AutoCAD, Visio Подготовка презентаций по нововведениям с сфере ИТ предприятия, обучение персонала работе с специализорованных системах. поддержка пользователей в системах интернет банк. Видео обработка и монтаж Построение локальной сети и настройка сетевого оборудования (в т.ч. гибридных) Заправка лазерных картриджей (Canon, HP, Samsung, Xerox) технический английский  "
229,30,1,57,0,50000,1,0,1,0,2,1,0,492,"Системное администрирование Инженер ИТ Обслуживание Windows Server 2012; прокладка ЛВС; ремонт, обслуживание и настойка вычислительной техники; сборка комплектующих; проведение ГОС. закупок; ведение и заполнение сайта Электромеханик Обслуживание санаториев ремонт, настройка оборудования и консультирование Электромеханик Обслуживание санаториев ремонт, настройка оборудования и консультирование  Системный администратор, IT-специалист Самостоятельное изучение PHP  Компьютерные навыки: Photoshop; PHP; CSS; HTML; MySQL; 1С торговля, склад; 1С зарплата, кадры  "
230,31,0,89,0,65000,1,0,1,0,0,1,2,817,"Системное администрирование Системный администратор, IT-специалист Администрирование серверов w2003/2012, парка компьютеров (более 50), оргтехники, 1С и др ПО, АТС, kerio control, VPN, *nix. Системный администратор, IT-специалист Внедрение AD, корпоративной почты, удаленного доступа, системы видеонаблюдения, лицензирование. Администрирование серверов Win 2008 r2 и W2012 r2, раб. станций Win 7, 8, 10, сетевого оборудования Mikrotik и др. Helpdesk. Закупки. Системный администратор Обновление тел. баз данных, 1С. Администрирование и обслуживание сетевого оборудования, серверов и раб. станций.  Системный администратор, IT-специалист Знание ОС Win XP, 7, 8, 10, w2003 r2, w2008 r2, w2012 r2, MS Exchange 8.0, Hyper-V, сетевых протоколов, принципов маршрутизации, Linux (Ubuntu), FreeNAS, СКУД, видеонаблюдение, АТС. 1С: Предприятие 8.2/8.3 (администрирование и конфигурация), СБИС.  "
231,35,1,161,1,50000,1,0,0,1,3,1,2,2248,"Администрирование баз данных Специалист транспортного обслуживания Оформление железнодорожных накладных; Оформление документов по погрузке; Оценка предоставленного пакета документов на корректность заполнения и на комплектность прилагаемых сертификатов и удостоверений в зависимости от категории груза; Оформление актов на хранение грузов; Уведомление грузополучателей; Раскредитование документов; Начисление и взыскание сборов и штрафов; Проставление факта оказания услуг по заказу в системе. Руководитель вычислительного центра Распределение прав доступа; Техническая поддержка пользователей (в т.ч. удаленных); Ремонт и модернизация ПК; Монтаж и обслуживание ЛВС; Установка и обновление ПО; Обслуживание телефонной сети офиса; Учет и инвентаризация технических средств; Техническая поддержка и сопровождение выездных корпоративных мероприятий до 1000 человек (мультимедийное оборудование: проекторы, видео-, аудиооборудование); Составление бюджета в части IT; Заключение договоров с контрагентами (интернет- и телефонная связь); Распределение задач внутри отдела и контроль их исполнения; Решение организационных и профессиональных вопросов с руководством компании; Участие в ежегодной инвентаризации ТМЦ компании. Ведущий программист 1С Руководитель вычислительного центра Распределение прав доступа; Техническая поддержка пользователей (в т.ч. удаленных); Ремонт и модернизация ПК; Монтаж и обслуживание ЛВС; Установка и обновление ПО; Обслуживание телефонной сети офиса; Учет и инвентаризация технических средств; Техническая поддержка и сопровождение выездных корпоративных мероприятий до 1000 человек (мультимедийное оборудование: проекторы, видео-, аудиооборудование); Составление бюджета в части IT; Заключение договоров с контрагентами (интернет- и телефонная связь); Распределение задач внутри отдела и контроль их исполнения; Решение организационных и профессиональных вопросов с руководством компании. Ведущий специалист отдела информационной безопасности Распределение прав доступа в информационных системах банка; Работа с СКЗИ Верба-ОW; Администрирование прокси-сервера Squid; Контроль за соблюдением требований политики информационной безопасности; Расследование компьютерных инцидентов в сфере ИБ. Руководитель вычислительного центра Системный администратор  Системный администратор, специалист службы IT, инженер-сметчик  "
232,29,0,18,0,20000,1,0,0,1,2,0,0,1907,"Системное администрирование Инженер-программист Поддержка сотрудников учреждения ГБОУ ДПО АО ""УМЦ ГО, ЧС, ПБ"", установка КриптоПро, установка программы для генерации ключей ""АРМ Генерации ключей"", генерация новых и плановая подготовка истекших срок электронно-цифровых подписей для Системы удаленного финансового документооборота и официального сайта размещения информации о государственных (муниципальных) учреждений, закупка офисного оборудования, покупка новых компьютеров для бухгалтерии, замена проекторов. Техник IT-специалист Установка Windows всей линейки Windows, навыки работы с периферийным оборудованием, оргтехникой. Установка новых компьютеров, ввод пользователей в домен, настройка ПО, прокладка кабелей-каналов и патч-панелей, установка интернет-розеток, установка офисного оборудования и его настройка, замена комплектующих ПК, установка ПО электронного ключа E-token для обеспечения защиты информации, установка пакета MS Office, настройка почты Microsoft Outlook Express, Windows Live Системный администратор, IT-специалист Сопровождение парка компьютеров в рабочем состоянии Системный администратор, IT-специалист Практика, поддержка IT техники в рабочем состоянии  Системный инженер, системный администратор, техник-IT специалист Знание всей линейки Windows, Mac OS X, офисных пакетов Microsoft Office XP/2003/2007/2011, OpenOffice, базовое знание 1С 7.7, 1С 8.3, базовое знание HTML, установка Windows всей линейки Windows, навыки работы с периферийным оборудованием, оргтехникой. Установка новых компьютеров, ввод пользователей в домен, настройка ПО, прокладка кабелей-каналов и патч-панелей, установка интернет-розеток, установка офисного оборудования и его настройка, замена комплектующих ПК, установка ПО электронного ключа E-token для обеспечения защиты информации, установка пакета MS Office, настройка почты Microsoft Outlook Express, Windows Live и т.д. Средний уровень знания технического английского языка, Знание программы для генерации ключей ""АРМ Генерации ключей"".  "
234,25,0,42,0,35000,1,1,0,0,2,1,2,2532,"Техническая поддержка Сервис-инженер Выездная и удалённая работа. Общение с клиентами, установление и поддержание дружеских отношений, консультация и обучение сотрудников компаний-клиентов работе с ПК, компьютерными программами, офисной техникой. Выявление аппаратных и программных неисправностей в ПК, МФУ, принтерах, поиск и устранение неисправностей в работе локальной сети и сопутствующего оборудования (коммутаторы, ИБП, роутеры). Установка-переустановка ОС Windows, широкого спектра программ, настройка системы для комфортной работы, ручная и программная очистка системы от вирусов. Удаленная помощь пользователям с возникающими вопросами, и, по возможности, удаленное устранение неисправностей.  - Долгосрочное сотрудничество с компаниями-клиентами на постоянной основе и устранение проблем и неисправностей настолько быстро, насколько возможно. Работа вместе с коллегами и самостоятельно. - Установка, настройка, решение проблем ОС Windows XP, 7, 8.1, 10 - Установка и решение возникающих проблем в Microsoft Office 2007, 2010, 2013, 2016 - Установка и решение проблем в AutoDesk AutoCad 2017, 2018 - Установка, подключение и настройка принтеров, сканеров и МФУ от HP, Kyocera, Canon, Epson, Xerox - Сборка и настройка рабочего места от набора компонентов и устройств до готового к работе состояния. Сборка ПК, установка и настройка ОС, пакета программ, настройка по пожеланиям клиента. - Осуществлял переезд офиса с отключением оборудования на старом месте и расстановкой и подключением на новом. - Чистка системных блоков, работа как со старым, так и с новым железом. - Настройка роутеров от TP-Link, D-Link, Mikrotik. Установка точек доступа UniFi. Установка и настройка сетевых хранилищ от Synology. Настройка VoIP телефонов Yealink и Cisco. - Умею обжать витую пару, переделывать не приходилось. - Способен искать информацию в интернете. - Готов разобраться с незнакомой техникой или программой. Устанавливал и настраивал программу для анализатора биологических образцов от компании BioChek, в процессе выявил недочет в заявленных требованиях и исправил его, чтобы можно было работать. - Хорошо отношусь к пользователям и помогаю с решением даже самых простых и неожиданных вопросов не испытывая при этом негативных эмоций. Готов показать и рассказать. Работал с людьми, имеющими мало опыта в обращении с компьютером и интернетом. - Адекватная речь.  Сотрудник технической поддержки, IT сервис-инженер Навыки обращения с компьютером, ОС Windows на уровне администратора, умение работать с интернетом, средний уровень владения Microsoft Office. Навыки сборки ПК, прокладывания сетевого кабеля.  "
235,33,1,59,0,23000,1,0,0,1,0,0,2,5055,"Техническая поддержка Инженер-электроник отдела АСУ и связи Обслуживание парка компьютеров предприятия (более 150 машин), поддержка пользователей:  Установка и настройка компьютеров: - установка ОС (Windows XP, 7, 10) - установка офисного ПО (Office, 1C:Предприятие, СЭД), антивирусов и другого специфического ПО для работы предприятия  Обслуживание компьютеров и другой техники (установка нового оборудования, комплектующих, замена старых, профилактика, мелкий, блочных ремонт, замена АКБ в ИБП), поддержка пользователей (в том числе удаленная)  Обслуживание оргтехники (принтеры, МФУ, сканеры, копиры, факсы: Samsung, HP, Canon, Kyocera, Panasonic) – подключение, настройка, замена картриджей, профилактика)  Работа с термопринтерами IER (печать посадочных талонов и багажных бирок) – подключение, настройка ПО, профилактика  Организация презентаций, видеоконференций  Установка и настройка программы просмотра видеокамер Domination  Подключение, настройка локальных компьютерных сетей (монтаж коробов, розеток, обжим витой пары) Специалист отдела поддержки приложений направления Websphere Поддержка кредитных конвейеров и интеграционных решений на базе IBM WebSphere: Работа с ПО Capstone Product Loan (CPL), основанное на Capstone Decision Accelerator (CDA) - системе принятия решения по выдаче кредита в соответствии с рисковыми политиками банка: - Мониторинг состояния системы - Контроль прохождения кредитных заявок по стадиям - Решение ошибочных заявок, поступающих через систему BMC Remedy - Консультация пользователей, решение проблем при возникновении ошибок  Работа с программой Capstone Workstation Server (CWS): - Заведение новых пользователей, назначение им прав доступа, сброс паролей к CPL - Разбор ошибочных заявок (анализ xml-файлов, редактирование неверно введенных, сбойных данных, выполнение скриптов для повторной обработки заявок)  Работа с WebSphere MQ - Изучение структуры WebSphere MQ банка, взаимодействие с другими системами банка, мониторинг очередей, каналов, менеджеров очередей (MQ Explorer)  Работа с БД Oracle, DB2: - Написание запросов sql, выполнение скриптов  Работа с серверами на базе ОС Unix, Windows - Работа в командной строке: проверка состояния системы, перезапуск процессов, выполнение скриптов, просмотр логов  Работа с другими системами Банка, которые взаимодействуют с CPL: - DMS – БД, содержащая отсканированные копии документов (просмотр документов) - ICDB – БД, содержащая информацию о клиентах (просмотр информации о клиенте, его счетах и т.д.) - ONYX – ПО для сотрудников службы экономической защиты (заведение пользователей, назначение прав доступа, решение ошибочных заявок)  Работа с тестовыми серверами (проведение заявок по стадиям, анализ заявок с некорректными данными, установка новых релизов)  Решение проблем пользователей со стандартным ПО (обновление Java, браузера, очистка кэша и т.п.)  Редактирование, добавление информации в базу знаний Специалист службы технической поддержки центра обработки обращений (call-центр) • информационная и техническая поддержка клиентов компании по услугам ADSL, IPTV, PON (Passive Optical Network) по телефону  • занесение и обработка принятых заявок в БД, контроль их исполнения  • консультация по вопросам установки, настройки модемов, маршрутизаторов, сетевых протоколов, ПО  • взаимодействие с другими службами внутри компании при возникновении спорных вопросов  • загрузка и выгрузка списков в систему исходящего обзвона (разработка и редактирование форм для операторов исходящего обзвона (телемаркетинг), создание и редактирование прав пользователей call-центра, формирование запросов, отчетов (PHP, SQL)  • формирование выборок данных из БД Oracle для обзвона клиентов посредством телефонии Avaya - обзвон об услугах компании, о ремонтных работах на оборудовании, об авариях и т.п.)  • обслуживание ПК на рабочих местах пользователей (установка телефонии, ПО, поиск неисправностей)  • управление системой голосовых сообщений (Avaya Voice Announcement Manager), cоздание автоинформаторов, переадресаций  • создание и редактирование интерактивных голосовых меню, векторов, работа с программами Avaya Site Administration, Avaya CMS Supervisor, подключение и настройка ip-телефонии  • администрирование системы записи разговоров Производственная практика в должности инженера-электроника - подключение, настройка локальных компьютерных сетей  - установка и настройка OC Windows, MS Office, почты, антивирусной защиты на рабочих станциях  - техническая поддержка пользователей  - обслуживание оргтехники  Специалист IT, Инженер-электроник Техническая поддержка пользователей, установка и настройка Windows XP, 2003, 2008 (AD, DNS, DHCP, WSUS, WDS, GPO), Windows 7,8,10, MS Office, почты, антивирусной защиты - Настройка модемов, маршрутизаторов, сетевых прото-колов - Подключение, настройка локальных компьютерных сетей - Знание компьютерного железа - замена и установка комплектующих, блочный ремонт - Знание СУБД Oracle: написание запросов SQL, выполнение скриптов - Знание ОС на базе Linux (работа в командной строке: проверка состояния системы, перезапуск процессов, выполнение скриптов, просмотр логов)  "
236,29,0,75,0,25000,1,0,0,1,2,1,0,441,"Техническая поддержка Системный администратор Обслуживание ит структуры Системный администратор Обслуживание ит структуры Специалист ИТ Администрирование и тех. поддержка Банк-Клиента, АРМ КБР, ПТК ПСД, ТБСВК, написание отчетов на MS SQL, telex Техник-программист Обслуживание ИТ структуры Банка, генерация ключевой информации, тех. поддержка  Специалист ИТ MS SQL, MS AD, ПТК ПСД, Банк-Клиент, ТБСВК, АРМ КБР, генерация ключевой информации, ИБС Бисквит, ИБС Банкир, Крипто ПРО  "
237,48,1,295,0,35000,1,0,0,1,0,0,1,2323,"Инжиниринг Ведущий специалист ИТ Сопровождение структуры ИТ отдела обслуживания Первомайского района МКУ «Многофункциональный центр предоставления государственных и муниципальных услуг города Ростова-на-Дону» Руководитель службы ИТ Сначала работа в должности специалиста ИТ, затем руководство службой, обеспечение работоспособности ИТ структуры филиала. Администратор базы данных Администрирование баз данных Старший инженер, отдел защиты информационных технологий, Управление безопасности и защиты информации Обеспечение информационной безопасности в подразделениях Юго-Западного банка Сбербанка России Сотрудник Программирование Инженер-программист Разработка бухгалтерских программ Специалист второй категории, отдел внешнеэкономических связей Информационное обеспечение работы отдела  Специалист ИТ Суммируя предыдущий опыт работы вот краткий перечень того, чем я занимался: - программирование под FoxPro, MS Access, MS SQL (формирование запросов, создание таблиц и баз данных), Delphi (Pascal), VB. - 1С предприятие, установка на рабочих местах и настройка (обновление, выгрузка); Bitrix - работа в системе; - установка, администрирование и обеспечение функционирования прикладного и специализированного ПО, клиентских и серверных операционных систем MS Windows. - распределение доступа к ресурсам локальной сети (как в одноранговых сетях так и в AD), безопасность и целостность данных, работа с сетевым оборудованием (настройка простых роутеров). - Организация устойчивой работы предприятия в сфере ИТ, адаптация программного обеспечения и банков информации к изменяющимся факторам законодательства; - тех поддержка и консультация сотрудников по телефону в режиме горячей линии и на местах; - обеспечение телефонной связи в центральном офисе и в удаленных подразделениях, настройка офисной АТС (Panasonic); - модульный ремонт ПК и принтеров, заправка картриджей, ведение учета имеющегося компьютерного и офисного оборудования; - ведение переговоров с поставщиками оборудования, телекоммуникационных услуг, услуг по обслуживанию оргтехники; - Антивирусная защита (установка, обновление, контроль работы ПО), выполнение работ по обеспечению информационной безопасности (работа и заключение договоров с поставщиками специализированного ПО и ЭЦП, установка и настройка средств защиты информации и каналов связи - Dallas Lock, Secret Net, VipNet).  "
238,27,1,94,0,50000,1,0,0,1,2,1,2,2836,"Техническая поддержка Главный специалист отдела автоматизации и связи Поддержка и консультирование внутренних и внешних пользователей по iBANK. Обеспечение бесперебойного функционирования ЛВС, компьютерной и оргтехники; Установка/настройка/поддержка рабочего состояния ПО Банка. Настройка/диагностика/мониторинг УС.(ИТТ, БАНКОМАТЫ) Установка/настройка/поддержка pos-терминалов (verifone, ingenico) Взаимодействие с аутсорсинговой компанией и подразделениями Банка в части решения возникающих проблем в работе устройств; Контроль выполнения обязательств сервисными компаниями по сопровождению устройств самообслуживания Банка. Инженер Техническое сопровождение устройств самообслуживания (банкоматов, платежных терминалов). Работа с инцидентами (создание, регистрация, маршрутизация); Мониторинг УС; Установка программного обеспечения; Замена расходных материалов; Диагностика неисправностей; Установка сетевого оборудования. Запуск новых устройств самообслуживания; Выполнение инцидентов по неработающим устройствам; Взаимодействие с аутсорсинговой компанией и подразделениями Банка в части решения возникающих проблем в работе устройств; Разработка и реализация мер по повышению показателя доступности устройств самообслуживания; Контроль выполнения обязательств сервисными компаниями по сопровождению устройств самообслуживания Банка. Инженер по эксплуатации транспортной сети - Обеспечение исправного состояния, безаварийной и надежной работы транспортной и фиксированной сетей, узлов доступа; - Производство регламентных и ремонтно-восстановительных работ оборудования сети в заданные сроки; - Координирование работы и самостоятельный мониторинг сети; - Локализация и устранение неисправности оборудования, предоставляемых сервисов; - Работа с подрядными организациями; - Контроль качества проведения работ. Инженер-электросвязи 2 категории Консультирование клиентов по техническим вопросам (доступ к сети Интернет, городской телефон, IP TV) Диагностика и устранение неполадок в программном и аппаратном обеспечении клиентов, предназначенном для получения услуг компании (интернет, домашняя сеть, IPTV). Техническое обслуживание оборудования и средств связи компании в офисе Инженер-электроник - прошивка оборудования для интерактивного телевидения - прошивка оборудования для широкополосного доступа; - техническая поддержка клиентов. Старший техник - Монтаж витой пары - Настройка сетевого соединения. - Настройка сетевого оборудования. - Установка и настройка програмного обеспечения. - Диагностика и исправление проблем связаных с работои пк  Специалист IT Компьютерные навыки: Блочный ремонт+перепайка конденсаторов. Установка ОС, настройка установка и сопровождение программного обеспечения разных профилей, работа с офисными приложениями, резервного копирования. Ремонт, установка компьютерной техники, диагностика, оптимизация, тех. поддержка. Настройка Wi-Fi.  "
